Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Physical_Activity,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Electricity_Access,Region,Transport_Mode,Class_Size,Language_Section
14,74,Medium,Medium,No,7,76,Yes,1,Low,Public,2,High School,Far,Female,63,yes,West,Private car,162,Anglophone
7,75,Medium,Medium,No,7,98,No,1,Low,Public,3,College,Near,Male,62,yes,Littoral,Bike,84,Bilingual
11,73,High,Low,Yes,7,68,Yes,3,Low,Private,3,College,Moderate,Female,64,no,South West,Private car,25,Anglophone
12,85,Medium,Medium,Yes,6,78,Yes,3,Medium,Public,4,College,Near,Male,68,yes,Far North,Taxi,65,Anglophone
28,67,Medium,Medium,No,8,60,Yes,0,Medium,Public,3,High School,Moderate,Female,65,sometimes,North,Bus,47,Francophone
21,94,Medium,Low,Yes,8,90,Yes,1,Medium,Public,4,Postgraduate,Near,Female,71,no,East,Walk,172,Francophone
22,92,Medium,Medium,Yes,7,52,No,1,Medium,Private,3,Postgraduate,Near,Female,68,yes,East,Private car,59,Anglophone
7,79,Low,High,Yes,9,85,Yes,0,Medium,Public,2,High School,Near,Male,62,sometimes,West,Bus,114,Bilingual
13,94,High,High,Yes,7,70,Yes,1,Medium,Private,3,High School,Moderate,Male,68,sometimes,Adamawa,Bike,74,Francophone
25,70,Medium,Medium,Yes,7,79,Yes,3,High,Public,3,High School,Near,Male,68,no,West,Taxi,63,Anglophone
22,61,High,Medium,Yes,7,80,Yes,3,Medium,Public,3,Postgraduate,Moderate,Male,67,yes,North,Walk,114,Francophone
19,85,Medium,Medium,Yes,7,86,Yes,0,Low,Public,2,College,Moderate,Female,67,yes,North,Bike,78,Francophone
23,78,High,High,Yes,6,60,Yes,2,High,Public,4,High School,Far,Male,70,sometimes,South West,Bike,94,Francophone
30,83,Low,Medium,Yes,4,77,Yes,0,Low,Public,4,High School,Near,Female,69,no,Adamawa,Bike,175,Bilingual
19,96,Low,Medium,No,7,71,Yes,2,Low,Private,3,Postgraduate,Moderate,Male,70,no,Littoral,Bike,184,Bilingual
20,99,Medium,Low,No,8,64,Yes,1,High,Public,2,High School,Near,Male,69,no,South West,Bike,102,Bilingual
21,85,High,Medium,Yes,5,75,Yes,1,High,Public,2,High School,Moderate,Female,70,no,Littoral,Bike,55,Francophone
34,91,Medium,Low,No,9,98,Yes,0,Medium,Public,4,,Moderate,Male,72,no,Adamawa,Taxi,23,Bilingual
7,63,Low,Medium,No,5,97,Yes,1,Low,Public,2,High School,Near,Female,59,yes,Littoral,Bike,149,Anglophone
24,66,Medium,Medium,No,6,64,No,0,Medium,Public,4,High School,Near,Male,64,yes,Centre,Bus,33,Francophone
19,89,High,High,Yes,10,94,Yes,0,High,Private,1,College,Near,Female,72,yes,Littoral,Bike,199,Francophone
23,77,Low,High,Yes,8,94,Yes,0,High,Private,3,Postgraduate,Near,Male,70,yes,North,Walk,71,Anglophone
16,78,Low,High,No,7,62,Yes,0,High,Public,1,High School,Far,Female,63,yes,Far North,Taxi,57,Francophone
20,72,High,Medium,Yes,7,80,Yes,1,Low,Private,3,College,Near,Male,66,yes,Centre,Private car,143,Francophone
24,84,High,High,No,9,93,Yes,3,High,Public,4,High School,Far,Male,72,yes,Adamawa,Bike,169,Francophone
39,67,High,High,Yes,5,76,No,2,Medium,Private,4,,Near,Female,71,sometimes,South,Walk,103,Bilingual
25,85,High,High,No,9,68,Yes,1,High,Public,3,Postgraduate,Far,Female,71,yes,North,Taxi,90,Anglophone
15,67,Low,Medium,Yes,6,83,Yes,3,Medium,Public,3,High School,Moderate,Male,62,yes,Littoral,Bus,193,Bilingual
17,63,Medium,Medium,Yes,8,59,Yes,1,Low,Public,1,Postgraduate,Moderate,Male,62,sometimes,East,Bus,144,Bilingual
17,73,Medium,Low,No,6,58,Yes,4,Medium,Public,1,College,Near,Male,64,yes,East,Private car,102,Francophone
9,69,High,High,Yes,10,92,Yes,2,Low,Private,3,Postgraduate,Near,Male,65,sometimes,East,Bus,181,Anglophone
18,96,High,Low,Yes,7,52,Yes,1,Low,Private,4,College,Near,Female,68,sometimes,Adamawa,Private car,123,Bilingual
24,62,High,Medium,Yes,5,90,Yes,0,High,Private,3,College,Near,Male,67,yes,North,Private car,89,Anglophone
12,67,Medium,Medium,Yes,8,65,Yes,1,High,Public,3,High School,Moderate,Male,61,yes,West,Bike,170,Bilingual
26,82,Low,Low,Yes,9,74,Yes,2,Medium,Public,5,High School,Moderate,Female,68,sometimes,South,Bus,71,Francophone
23,79,Medium,High,No,9,77,Yes,1,Low,Public,3,High School,Near,Male,68,sometimes,North West,Taxi,31,Francophone
16,62,Medium,Medium,No,7,88,Yes,1,Low,Public,1,High School,Near,Female,62,sometimes,Centre,Taxi,33,Francophone
19,60,Medium,Low,No,8,94,Yes,1,Low,Private,3,High School,Near,Female,62,yes,East,Bus,178,Francophone
30,100,High,High,Yes,6,90,Yes,0,Medium,Public,2,High School,Near,Male,74,no,South West,Bus,118,Anglophone
24,86,Medium,Medium,Yes,8,79,No,0,Low,Public,4,High School,Near,Female,68,yes,West,Bus,71,Bilingual
20,75,Low,High,No,8,67,Yes,1,High,Public,4,College,Moderate,Male,66,yes,South,Taxi,162,Francophone
19,79,Medium,Medium,No,4,76,Yes,1,Medium,Private,3,,Near,Male,67,no,West,Bike,99,Anglophone
20,71,High,Medium,No,5,52,Yes,1,Medium,Public,3,High School,Moderate,Male,65,sometimes,West,Bike,173,Francophone
17,74,Medium,Medium,Yes,7,62,Yes,2,High,Public,4,High School,Near,Male,66,sometimes,Adamawa,Private car,121,Francophone
7,86,High,Medium,No,7,68,Yes,5,Low,Public,4,Postgraduate,Moderate,Male,67,yes,Littoral,Walk,28,Anglophone
32,95,Medium,Medium,Yes,7,66,Yes,5,High,Private,3,College,Near,Male,76,yes,Centre,Walk,147,Bilingual
21,67,Low,High,Yes,7,55,Yes,2,High,Private,3,High School,Moderate,Female,66,sometimes,South West,Bike,100,Anglophone
22,94,Low,Low,No,9,53,Yes,1,Medium,Public,3,College,Near,Female,68,no,West,Private car,126,Francophone
20,65,High,Medium,Yes,8,71,Yes,2,Low,Private,3,College,Near,Female,63,yes,North West,Bus,83,Anglophone
16,69,Medium,High,Yes,4,54,Yes,4,Low,Public,4,College,Near,Female,65,yes,East,Taxi,189,Francophone
19,61,High,Medium,No,10,64,Yes,3,Low,Public,3,High School,Moderate,Male,63,sometimes,West,Bike,157,Francophone
10,66,Medium,Medium,No,4,74,Yes,2,Low,Public,2,High School,Moderate,Male,59,yes,Centre,Bike,164,Bilingual
34,97,Medium,Medium,No,8,60,Yes,2,Medium,Private,4,High School,Near,Male,74,yes,East,Walk,106,Francophone
13,78,Medium,Low,Yes,5,54,Yes,2,Low,Public,3,College,Near,Male,62,no,East,Taxi,111,Anglophone
14,63,Low,Low,Yes,9,72,Yes,3,Low,Public,4,High School,Near,Female,59,no,Adamawa,Walk,98,Francophone
17,98,Medium,High,Yes,7,72,Yes,0,Low,Public,3,High School,Near,Male,71,sometimes,North,Bike,149,Francophone
28,95,Medium,Medium,No,8,96,Yes,1,Medium,Public,3,Postgraduate,Moderate,Male,73,sometimes,South West,Walk,157,Bilingual
20,90,High,Medium,Yes,4,56,Yes,0,Low,Private,1,High School,Moderate,Male,68,sometimes,Littoral,Walk,30,Anglophone
13,97,Medium,Medium,Yes,8,81,Yes,3,Low,Public,1,High School,Far,Male,68,sometimes,North,Walk,23,Francophone
28,69,Medium,Medium,Yes,8,66,Yes,0,Low,Public,6,College,Far,Male,66,yes,Littoral,Private car,64,Bilingual
24,93,Low,High,Yes,8,56,Yes,1,Low,Public,3,College,Moderate,Male,69,sometimes,Adamawa,Bike,75,Francophone
23,88,Medium,Medium,No,8,70,Yes,2,Medium,Public,4,High School,Near,Female,70,no,South West,Walk,105,Bilingual
24,95,Medium,High,Yes,7,71,Yes,1,Medium,Public,3,High School,Near,Male,74,yes,West,Bike,26,Bilingual
34,92,High,Medium,No,7,68,Yes,0,Medium,Public,5,College,Near,Female,75,no,Far North,Bike,24,Anglophone
33,74,Medium,Medium,Yes,6,88,Yes,2,Medium,Private,3,College,Near,Male,71,no,Littoral,Walk,148,Francophone
16,91,High,High,Yes,6,92,Yes,2,Low,Private,3,High School,Moderate,Male,71,yes,South West,Private car,195,Francophone
30,70,Medium,Medium,No,9,57,Yes,1,Low,Public,4,College,Far,Female,65,no,Littoral,Taxi,128,Bilingual
22,73,Low,Medium,No,6,58,Yes,1,Medium,Private,3,Postgraduate,Moderate,Male,65,sometimes,Adamawa,Private car,151,Bilingual
23,64,Medium,High,No,4,71,Yes,2,Medium,Public,1,Postgraduate,Near,Male,65,sometimes,East,Bus,157,Francophone
10,97,Medium,Medium,No,6,66,Yes,2,Low,Public,2,Postgraduate,Near,Female,67,yes,North West,Bus,105,Francophone
19,72,Medium,Medium,Yes,8,91,Yes,1,Low,Private,4,,Moderate,Male,67,yes,Littoral,Bike,136,Bilingual
15,81,Medium,Medium,Yes,7,100,Yes,1,Low,Public,3,Postgraduate,Moderate,Male,67,yes,South West,Taxi,86,Bilingual
25,76,High,High,Yes,8,59,Yes,4,Medium,Private,4,College,Near,Female,71,yes,Littoral,Taxi,78,Francophone
26,98,High,Low,No,4,88,Yes,1,Medium,Public,1,College,Moderate,Female,72,no,South West,Bike,39,Bilingual
8,73,Medium,High,Yes,4,80,Yes,0,Low,Public,4,College,Moderate,Male,62,yes,Centre,Walk,105,Anglophone
20,91,High,Low,Yes,7,82,Yes,0,Medium,Public,4,College,Near,Male,70,yes,Far North,Bus,190,Anglophone
27,94,Medium,High,No,9,63,Yes,0,Low,Public,4,College,Near,Female,72,yes,South,Bus,45,Francophone
19,77,Low,Medium,Yes,4,55,Yes,0,Medium,Public,4,College,Moderate,Male,64,sometimes,Littoral,Bus,170,Francophone
24,75,High,Low,Yes,8,77,Yes,1,Low,Private,1,College,Moderate,Male,66,no,Far North,Bike,94,Francophone
22,90,Low,Medium,Yes,9,81,Yes,0,Medium,Public,4,High School,Near,Male,69,yes,North West,Taxi,196,Anglophone
22,97,High,Medium,No,7,98,Yes,0,Medium,Public,0,College,Moderate,Female,71,no,Littoral,Bus,56,Anglophone
18,90,Medium,Low,No,8,84,Yes,2,Low,Private,3,High School,Moderate,Male,68,yes,North West,Taxi,115,Anglophone
13,69,Medium,Medium,Yes,7,72,Yes,2,High,Public,2,High School,Moderate,Female,63,no,Littoral,Bike,183,Anglophone
13,96,Medium,High,Yes,7,100,No,4,Medium,Public,3,High School,Near,Male,71,yes,East,Bike,99,Anglophone
24,76,High,Low,Yes,8,69,Yes,3,Low,Private,1,High School,,Male,65,no,North,Private car,23,Bilingual
20,83,Low,High,Yes,10,58,Yes,0,Low,Public,1,High School,Near,Female,66,sometimes,Centre,Taxi,84,Bilingual
19,93,Low,Low,Yes,6,81,Yes,2,High,Private,3,College,Moderate,Female,68,sometimes,East,Taxi,24,Bilingual
17,68,Medium,Medium,Yes,7,63,No,0,Low,Public,3,High School,Moderate,Male,61,sometimes,Far North,Bus,176,Francophone
18,91,Low,High,No,6,96,Yes,2,Low,Private,3,Postgraduate,Near,Male,71,sometimes,Littoral,Walk,147,Anglophone
26,84,Medium,High,Yes,7,71,Yes,0,Medium,Public,2,High School,Near,Female,70,sometimes,North West,Taxi,155,Anglophone
18,96,High,Low,No,7,57,Yes,1,Low,Public,3,High School,Moderate,Female,66,sometimes,East,Walk,156,Anglophone
12,67,High,Medium,Yes,9,57,Yes,0,Low,Private,2,College,Moderate,Male,61,yes,Centre,Walk,189,Anglophone
24,77,High,Low,Yes,9,82,Yes,1,Medium,Private,2,High School,Near,Male,67,yes,Centre,Walk,162,Francophone
19,93,High,Medium,Yes,8,68,Yes,1,High,Public,3,Postgraduate,Near,Female,72,yes,Littoral,Bus,115,Anglophone
20,61,High,High,No,9,68,Yes,1,High,Private,3,High School,Near,Female,65,no,Adamawa,Bus,193,Anglophone
30,64,High,Medium,No,6,81,Yes,3,Medium,Public,2,College,Near,Female,68,no,South West,Taxi,143,Bilingual
20,100,Low,Medium,Yes,6,61,No,3,Medium,Public,4,College,Far,Male,70,sometimes,North West,Taxi,187,Anglophone
22,71,Medium,Low,Yes,8,57,Yes,1,Low,Public,4,High School,Moderate,Male,63,no,South West,Bus,128,Bilingual
13,99,High,Low,No,7,83,Yes,1,Medium,Public,4,Postgraduate,Far,Female,69,no,West,Bike,137,Francophone
19,67,Medium,Low,No,10,50,Yes,0,High,Public,3,High School,Near,Male,62,sometimes,Littoral,Bus,47,Bilingual
24,74,High,High,No,4,95,Yes,1,High,Public,4,Postgraduate,Moderate,Female,71,yes,East,Private car,127,Bilingual
11,90,Low,Low,Yes,8,59,Yes,1,Low,Public,4,High School,Near,Male,64,yes,Littoral,Bike,179,Bilingual
21,86,High,Medium,No,8,72,Yes,0,High,Public,3,High School,Moderate,Male,69,sometimes,East,Taxi,159,Anglophone
21,83,Medium,High,Yes,6,61,Yes,2,Low,Public,3,Postgraduate,Near,Male,71,yes,East,Bus,135,Bilingual
20,81,Low,Medium,Yes,6,61,No,0,Low,Public,4,High School,Near,Female,63,sometimes,Far North,Walk,151,Bilingual
26,94,Low,High,Yes,6,92,Yes,1,Low,Public,3,High School,Near,Female,72,no,West,Private car,156,Anglophone
22,69,Medium,Medium,Yes,5,79,Yes,1,Low,Public,3,College,Near,Male,66,yes,North,Bus,96,Bilingual
29,78,High,Medium,Yes,9,66,Yes,2,Low,Public,4,High School,Moderate,Male,69,yes,Far North,Private car,26,Anglophone
14,66,Medium,Medium,Yes,10,63,Yes,0,Low,Public,3,High School,Moderate,Male,60,no,North,Bike,119,Bilingual
21,84,High,High,Yes,6,61,Yes,1,Medium,Private,4,High School,Moderate,Female,68,sometimes,Far North,Bike,81,Francophone
21,70,Medium,High,No,6,78,Yes,3,Medium,Public,2,College,Far,Male,65,sometimes,Adamawa,Bike,172,Anglophone
14,73,High,Medium,No,5,87,Yes,2,Medium,Public,4,College,Near,Female,67,sometimes,North,Taxi,51,Francophone
26,79,Medium,Low,Yes,5,63,Yes,0,Low,Public,2,High School,Near,Male,66,no,East,Taxi,187,Francophone
34,61,Medium,Medium,Yes,6,67,Yes,1,High,Private,2,Postgraduate,Moderate,Male,68,yes,South,Bike,152,Bilingual
20,64,Low,Medium,Yes,9,86,Yes,0,Low,Private,4,High School,Near,Female,63,sometimes,North,Taxi,60,Anglophone
23,87,High,High,Yes,10,87,Yes,1,Medium,Private,3,College,Near,Male,73,sometimes,Adamawa,Bike,34,Bilingual
21,77,Medium,Medium,Yes,6,60,Yes,1,Medium,Private,3,College,Moderate,Male,66,yes,South,Bus,66,Anglophone
16,95,Low,Medium,Yes,6,69,Yes,2,Low,Public,3,College,Near,Male,67,yes,Adamawa,Private car,177,Anglophone
9,88,Low,Medium,Yes,5,93,Yes,2,Medium,Public,4,Postgraduate,Near,Male,66,yes,Littoral,Walk,174,Bilingual
16,60,Medium,Low,No,8,87,Yes,0,Low,Public,5,High School,Near,Male,60,sometimes,Adamawa,Walk,61,Bilingual
12,85,High,High,No,8,58,Yes,1,Low,Public,3,Postgraduate,Near,Male,67,sometimes,South West,Private car,184,Francophone
30,64,Medium,Medium,No,7,69,Yes,3,High,Public,4,High School,Near,Female,67,yes,Adamawa,Private car,70,Anglophone
19,91,Medium,Medium,Yes,6,99,Yes,0,Medium,Public,2,High School,Near,Female,70,yes,Adamawa,Private car,25,Francophone
18,100,High,Low,No,9,76,Yes,1,Low,Public,2,High School,Near,Female,69,no,North,Bus,92,Francophone
25,81,Medium,Low,Yes,8,86,Yes,1,Low,Public,3,Postgraduate,Near,Male,68,no,North West,Private car,141,Francophone
13,87,High,Low,Yes,8,55,Yes,1,High,Private,3,High School,Near,Female,67,no,East,Bike,138,Anglophone
15,69,Medium,High,No,8,92,Yes,0,Low,Public,1,College,Moderate,Male,63,no,Littoral,Taxi,162,Anglophone
20,78,High,Medium,No,7,80,Yes,2,High,Public,3,College,Near,Male,70,no,North West,Walk,192,Bilingual
26,94,Low,Medium,No,6,59,Yes,4,Low,Public,3,High School,Near,Female,71,sometimes,Centre,Taxi,123,Francophone
23,67,High,High,Yes,8,69,Yes,1,High,Public,2,High School,Near,Female,67,yes,Far North,Walk,110,Bilingual
21,71,Medium,Medium,No,8,54,Yes,1,Medium,Private,3,High School,Near,Male,64,no,Adamawa,Private car,25,Bilingual
20,78,Low,Medium,No,8,89,No,0,Medium,Private,4,College,Near,Female,66,yes,South,Walk,65,Bilingual
22,88,Medium,Medium,Yes,5,87,Yes,1,Low,Public,3,Postgraduate,Near,Male,70,no,North,Bus,76,Anglophone
21,75,Medium,Low,Yes,8,75,Yes,1,Medium,Private,2,High School,Moderate,Male,65,yes,Littoral,Bike,79,Anglophone
14,97,Low,Medium,Yes,7,73,Yes,2,Medium,Public,3,College,Moderate,Male,68,yes,South,Private car,128,Anglophone
20,64,Medium,Low,Yes,6,73,Yes,3,Medium,Public,5,Postgraduate,Far,Female,65,no,Littoral,Taxi,111,Anglophone
14,75,High,Medium,No,8,52,Yes,3,Medium,Public,1,Postgraduate,Near,Male,65,no,North West,Bike,71,Bilingual
20,88,Medium,Medium,Yes,7,68,Yes,0,Low,Public,4,College,Near,Female,69,sometimes,West,Private car,112,Bilingual
17,69,Medium,Medium,No,10,56,Yes,1,Medium,Public,4,High School,Near,Female,63,sometimes,South West,Walk,199,Francophone
35,86,Low,Medium,No,8,59,Yes,2,Low,Public,2,College,Moderate,Female,70,no,Littoral,Walk,100,Francophone
20,67,Low,Low,Yes,7,98,Yes,1,Medium,Public,4,College,Near,Male,64,yes,West,Walk,119,Anglophone
12,62,Medium,High,Yes,7,63,Yes,1,High,Public,4,High School,Near,Female,62,sometimes,South,Private car,25,Anglophone
19,65,High,High,Yes,5,74,Yes,1,Low,Private,3,High School,Near,Female,66,yes,East,Walk,195,Bilingual
23,97,High,Low,Yes,9,94,Yes,2,Low,Public,3,High School,Moderate,Male,73,sometimes,Centre,Private car,154,Anglophone
30,82,Medium,High,Yes,7,71,Yes,3,Low,Public,3,Postgraduate,Far,Female,72,no,West,Walk,155,Francophone
16,92,Medium,Medium,Yes,7,76,No,0,High,Private,2,Postgraduate,Far,Male,68,yes,Adamawa,Walk,20,Francophone
11,73,Medium,High,No,5,58,No,0,Medium,Private,4,College,Near,Male,62,no,East,Walk,23,Francophone
25,84,Medium,Low,No,8,64,Yes,2,Low,Private,4,High School,,Male,67,no,Adamawa,Taxi,44,Anglophone
12,80,Medium,Low,No,6,75,Yes,1,Low,Public,4,High School,Moderate,Male,62,no,Centre,Taxi,192,Anglophone
17,98,High,High,No,6,68,Yes,2,Medium,Public,3,High School,Near,Male,72,yes,West,Bus,71,Francophone
18,90,Low,High,No,7,52,Yes,2,Medium,Public,2,High School,Near,Male,67,yes,Far North,Bus,83,Francophone
20,89,High,Medium,Yes,6,70,Yes,1,Low,Private,3,High School,Moderate,Female,68,sometimes,South West,Walk,86,Bilingual
24,62,Low,High,Yes,6,91,Yes,2,Medium,Public,3,High School,Moderate,Female,65,sometimes,Littoral,Bus,52,Francophone
16,82,Medium,Medium,No,7,56,Yes,0,High,Private,1,High School,Far,Female,79,yes,North,Bike,49,Anglophone
18,79,High,Low,No,9,51,Yes,2,Medium,Private,3,High School,Near,Male,66,no,Centre,Walk,35,Bilingual
20,97,Medium,Medium,Yes,8,56,Yes,1,Low,Private,2,High School,Near,Female,68,sometimes,Adamawa,Walk,59,Francophone
21,70,Low,Low,Yes,8,84,Yes,1,High,Public,3,Postgraduate,Near,Male,65,sometimes,Far North,Bike,159,Francophone
21,71,Medium,High,Yes,8,90,Yes,3,Low,Public,4,High School,Moderate,Female,67,no,North,Bus,63,Francophone
23,76,Medium,High,Yes,6,52,Yes,3,Medium,Public,4,College,Moderate,Male,67,no,South,Walk,40,Bilingual
25,70,Low,Medium,Yes,9,94,Yes,1,Medium,Public,4,High School,Moderate,Male,67,yes,Adamawa,Private car,99,Bilingual
22,65,Medium,Medium,Yes,4,81,Yes,5,Medium,Public,4,College,Far,Female,68,no,East,Bus,125,Bilingual
23,94,Medium,High,No,8,76,Yes,3,Medium,Public,3,High School,Moderate,Male,72,yes,North West,Private car,92,Anglophone
11,82,High,Medium,No,8,63,Yes,1,Medium,Public,5,High School,Near,Male,65,yes,Far North,Taxi,127,Anglophone
20,94,Low,Medium,No,7,69,Yes,0,Low,Public,3,High School,Moderate,Female,65,sometimes,Centre,Private car,191,Anglophone
23,93,Medium,Medium,Yes,6,97,No,1,Medium,Public,2,College,Moderate,Male,70,yes,Far North,Private car,29,Anglophone
24,71,Medium,Medium,Yes,7,96,Yes,2,Low,Public,2,High School,Near,Male,67,sometimes,North West,Private car,81,Bilingual
16,82,Medium,High,Yes,6,81,Yes,1,Medium,Private,4,College,Near,Male,68,yes,North,Bike,33,Francophone
16,63,Medium,Medium,No,8,79,Yes,2,Low,Public,3,College,Moderate,Male,63,sometimes,North West,Taxi,152,Anglophone
17,97,Medium,Medium,Yes,8,61,Yes,2,Low,Public,2,High School,Near,Male,68,no,Adamawa,Taxi,163,Francophone
23,76,Medium,High,Yes,8,98,Yes,0,Medium,Public,2,Postgraduate,Moderate,Female,69,no,West,Bike,138,Francophone
26,76,Low,Low,Yes,8,88,Yes,2,Low,Public,4,High School,Near,Male,66,yes,North,Walk,107,Anglophone
18,72,High,Medium,Yes,8,69,No,2,High,Public,4,High School,Far,Female,64,sometimes,North West,Bike,117,Anglophone
25,78,High,Low,Yes,8,91,Yes,3,Low,Public,4,High School,Near,Male,69,sometimes,South West,Walk,53,Bilingual
21,70,Low,Medium,No,6,61,Yes,1,Low,Public,3,High School,Near,Male,62,no,Adamawa,Taxi,82,Anglophone
19,75,Medium,High,Yes,5,61,Yes,0,Medium,Public,3,High School,Near,Female,65,no,Centre,Walk,29,Bilingual
19,92,Medium,Medium,Yes,7,90,Yes,1,Low,Public,2,High School,Near,Female,70,no,Littoral,Private car,62,Anglophone
24,93,Low,High,Yes,8,78,Yes,1,High,Public,4,High School,Near,Female,72,sometimes,East,Walk,57,Anglophone
22,72,Medium,Medium,No,5,78,Yes,1,Low,Public,3,High School,Near,Female,66,yes,Centre,Private car,104,Francophone
34,79,High,Low,Yes,7,79,Yes,3,Medium,Private,2,High School,Moderate,Male,70,yes,South,Private car,48,Anglophone
15,95,Medium,Medium,No,9,56,No,3,Low,Public,1,High School,Near,Male,67,yes,Littoral,Private car,162,Bilingual
23,62,High,High,Yes,7,67,Yes,1,Low,Public,4,Postgraduate,Moderate,Female,65,yes,Littoral,Private car,147,Bilingual
17,96,Medium,Low,Yes,9,79,No,3,Medium,Private,2,Postgraduate,Moderate,Male,68,yes,Far North,Bike,43,Bilingual
15,69,Low,Medium,Yes,9,62,Yes,2,Medium,Public,3,High School,Moderate,Male,62,yes,South West,Private car,194,Bilingual
20,87,Low,Medium,Yes,7,75,Yes,1,Low,Public,3,Postgraduate,Near,Male,68,no,Centre,Walk,145,Bilingual
21,83,High,Medium,No,6,78,Yes,2,High,Public,3,High School,Near,Female,69,yes,Far North,Private car,82,Bilingual
38,82,Medium,Low,No,6,97,Yes,2,Low,Private,3,College,Near,Male,72,no,West,Bike,68,Anglophone
19,94,Low,Medium,No,7,62,Yes,0,Medium,Public,3,High School,Moderate,Male,65,yes,Littoral,Walk,144,Francophone
13,64,Medium,High,Yes,5,72,Yes,2,Medium,Private,2,Postgraduate,Moderate,Male,63,no,South,Bus,170,Anglophone
22,74,High,High,Yes,5,99,Yes,0,Low,Public,2,College,Near,Female,68,no,South West,Taxi,175,Francophone
8,82,High,Low,No,4,59,Yes,1,Medium,Public,2,College,Near,Male,62,yes,Centre,Taxi,85,Bilingual
19,92,Medium,Medium,Yes,7,89,No,0,Low,Private,2,Postgraduate,Near,Male,69,no,North,Private car,182,Bilingual
20,69,Medium,Low,No,10,59,Yes,2,High,Public,4,High School,Near,Female,65,sometimes,South,Bus,68,Anglophone
25,92,High,Medium,No,4,93,Yes,3,High,Public,2,High School,Near,Female,74,no,West,Bus,56,Francophone
26,76,High,Low,Yes,7,74,Yes,4,Medium,Public,3,High School,Moderate,Female,70,sometimes,Far North,Bike,116,Anglophone
17,68,Medium,Low,Yes,7,99,Yes,2,Medium,Public,3,High School,Near,Female,65,no,Adamawa,Taxi,159,Bilingual
19,90,High,High,No,7,59,Yes,3,High,Public,3,College,Moderate,Male,70,yes,Far North,Taxi,181,Bilingual
15,64,Low,Low,Yes,9,84,Yes,0,Medium,Public,3,College,Far,Male,59,yes,Far North,Walk,115,Anglophone
13,81,Low,Medium,Yes,6,85,Yes,1,Low,Private,3,High School,Moderate,Male,63,no,Far North,Bike,95,Bilingual
22,63,Low,High,Yes,4,86,Yes,0,Low,Public,4,College,Near,Female,64,no,North,Private car,75,Bilingual
12,74,Low,High,Yes,6,55,Yes,0,Medium,Public,3,Postgraduate,Near,Male,63,yes,Littoral,Taxi,49,Bilingual
18,84,High,Low,No,6,64,Yes,2,Low,Public,2,High School,Near,Female,67,no,Littoral,Taxi,122,Bilingual
